PersonId,Gender,DateOfBirth,SeekingCounselors,HighSchool,City,State,ZipCode,RaceEthnicity,ParentEduLevel
32152,unidentified,2004-11-04,0,Hamilton Southeastern High School,CRAWFORDSVILLE,IN,47933,Black or African American,bachelor degree
32153,unidentified,2004-11-05,1,Carroll Jr-​Sr High Sch,EDINBURGH,IN,46124,unidentified,bachelor degree
32154,unidentified,2004-11-16,0,Northeastern High School,ELKHART,IN,46517,Black or African American,associate degree
32155,male,2004-11-15,1,Garrett High School,EVANSVILLE,IN,47708,white,associate degree
32156,unidentified,2004-11-14,1,Eastern Jr & Sr High School,FERDINAND,IN,47532,white,bachelor degree
32157,unidentified,2004-11-13,0,Center Grove High School,FISHERS,IN,46037,white,bachelor degree
32158,unidentified,2004-11-12,1,Signature School,FISHERS,IN,46038,white,bachelor degree
32159,unidentified,2004-11-11,0,Burris Laboratory School,FLORA,IN,46929,Hispanic,bachelor degree
32160,unidentified,2004-11-10,0,Munster High School,GARRETT,IN,46738,unidentified,high school
32161,female,2004-11-09,1,Fishers High School,GOSHEN,IN,46526,white,associate degree
32162,unidentified,2004-11-08,0,Noblesville High School,GOSHEN,IN,46526,white,associate degree
32163,unidentified,2004-11-07,0,Fairfield Jr-​Sr High School,GREENTOWN,IN,46936,white,bachelor degree
32164,unidentified,2004-11-06,0,Northridge High School,GREENWOOD,IN,46143,white,master degree
32165,unidentified,2004-11-17,1,Alexandria-​Monroe High School,INDIANAPOLIS,IN,46202,Black or African American,high school
32166,unidentified,2004-11-20,1,Whiteland Community High School,INDIANAPOLIS,IN,46219,Black or African American,master degree
32167,male,2004-11-19,1,Forest Park Jr-​Sr High Sch,INDIANAPOLIS,IN,46259,white,high school
32168,unidentified,2004-11-18,1,Goshen High School,JOHN,IN,46373,white,bachelor degree
32169,female,2004-11-21,1,Concord Community High School,LAFAYETTE,IN,47906,Asian,associate degree
32170,unidentified,2004-11-22,1,Herron High School,LEOPOLD,IN,47551,Pacific Islander,bachelor degree
32171,unidentified,2004-11-23,0,Irvington Community School,MANCHESTER,IN,46962,Black or African American,associate degree
32172,unidentified,2004-11-24,1,Franklin Central High School,MARSHALL,IN,47859,Pacific Islander,associate degree
32173,unidentified,2004-11-26,0,Lake Central High School,MARTINSVILLE,IN,46151,white,bachelor degree
32174,unidentified,2004-11-25,1,Perry Central Jr-​Sr High School,MIDDLEBURY,IN,46540,white,bachelor degree
32175,male,2004-11-28,0,Manchester Jr-​Sr High School,MUNCIE,IN,47306,Black or African American,associate degree
32176,male,2004-11-27,0,Turkey Run High School,MUNSTER,IN,46321,American Indian or Alaska Native,bachelor degree
32177,unidentified,2004-11-29,1,Martinsville High School,NAPPANEE,IN,46550,Black or African American,high school
32178,unidentified,2004-11-30,0,North Wood High School,NASHVILLE,IN,47448,white,bachelor degree
32179,unidentified,2004-12-22,1,Brown County High School,NOBLESVILLE,IN,46060,white,high school
32180,unidentified,2004-12-21,1,Plainfield High School,PLAINFIELD,IN,46168,Hispanic,associate degree
32181,male,2004-12-20,0,Plymouth High School,PLYMOUTH,IN,46563,Asian,high school
32182,unidentified,2004-12-19,1,South Spencer High School,ROCKPORT,IN,47635,white,bachelor degree
32183,unidentified,2004-12-18,0,Tri Central Middle-​High School,SHARPSVILLE,IN,46068,white,associate degree
32184,unidentified,2004-12-17,0,Western Boone Jr-​Sr High School,THORNTOWN,IN,46071,white,associate degree
32185,unidentified,2004-12-16,1,Westview Jr-​Sr High School,TOPEKA,IN,46571,Black or African American,high school
32186,unidentified,2004-12-15,0,John Glenn High School,WALKERTON,IN,46574,white,associate degree
32187,male,2004-12-14,0,West Lafayette Jr/​Sr High Sch,WESTFIELD,IN,46074,Pacific Islander,high school
32188,unidentified,2004-12-13,0,Westfield High School,WHITELAND,IN,46184,unidentified,high school
32189,unidentified,2004-12-12,1,Yorktown High School,YORKTOWN,IN,47396,Black or African American,high school
32190,male,2004-12-11,1,Sumner Academy of Arts & Science,CITY,KS,66101,Hispanic,high school
32191,unidentified,2004-12-10,1,Olathe Northwest High School,GARDNER,KS,66030,Black or African American,bachelor degree
32192,unidentified,2004-12-09,1,Northeast Magnet High School,LIBERAL,KS,67901,white,master degree
32193,unidentified,2004-12-08,1,Gardner Edgerton High,LOUISBURG,KS,66053,white,high school
32194,male,2004-12-07,1,Liberal Sr High,MAIZE,KS,67101,white,bachelor degree
32195,unidentified,2004-12-06,0,Louisburg High,OLATHE,KS,66061,Hispanic,high school
32196,unidentified,2004-12-05,1,Maize Sr High,PARK,KS,66209,Pacific Islander,associate degree
32197,unidentified,2004-12-04,0,Blue Valley North High School,SCOTT,KS,66701,Black or African American,associate degree
32198,unidentified,2004-12-03,1,Fort Scott Sr High,STILWELL,KS,66085,white,bachelor degree
32199,unidentified,2004-12-02,0,Blue Valley High School,WICHITA,KS,67214,white,associate degree
32200,unidentified,2004-12-01,0,South Oldham High School,CLOVERPORT,KY,40111,Hispanic,bachelor degree
32201,unidentified,2005-01-18,1,Elizabethtown High School,CORBIN,KY,40701,Black or African American,master degree
32202,unidentified,2005-01-17,0,Ballard High School ,CRESTWOOD,KY,40014,white,associate degree
32203,unidentified,2005-01-16,1,Louisville Male High School,ELIZABETHTOWN,KY,42701,Hispanic,bachelor degree
32204,unidentified,2005-01-15,1,West Jessamine High School,LOUISVILLE,KY,40222,Black or African American,bachelor degree
32205,unidentified,2005-01-14,0,Larry A. Ryle High School,LOUISVILLE,KY,40213,white,high school
32206,male,2005-01-13,1,Atherton High School,LOUISVILLE,KY,40205,white,bachelor degree
32207,male,2005-01-12,0,Williamstown Jr. Sr. High,LOUISVILLE,KY,40208,white,associate degree
32208,male,2005-01-11,0,Corbin High School,LOUISVILLE,KY,40202,white,high school
32209,male,2005-01-10,1,Murray High School,MAYFIELD,KY,42066,white,associate degree
32210,unidentified,2005-01-09,0,Graves County High School,MIDDLETOWN,KY,40243,Black or African American,bachelor degree
32211,unidentified,2005-01-08,0,Frederick Fraize High School,MITCHELL,KY,41017,Hispanic,high school
32212,unidentified,2005-01-07,0,duPont Manual High School,MURRAY,KY,42071,unidentified,high school
32213,male,2005-01-06,1,Brown School,NICHOLASVILLE,KY,40356,white,bachelor degree
32214,unidentified,2005-01-05,1,Eastern High,UNION,KY,41091,unidentified,bachelor degree
32215,unidentified,2005-01-04,1,Beechwood High School,WILLIAMSTOWN,KY,41097,white,high school
32216,unidentified,2005-01-03,1,Benjamin Franklin High School,GRETNA,LA,70053,Black or African American,associate degree
32217,male,2005-01-02,1,Haynes Academy School For Advanced Stud,JEFFERSON,LA,70121,white,high school
32218,unidentified,2005-01-01,1,Patrick F. Taylor Science & Technology,METAIRIE,LA,70005,white,high school
32219,unidentified,2004-12-31,0,Thomas Jefferson High School For Advanc,NATCHITOCHES,LA,71457,Black or African American,associate degree
32220,unidentified,2004-12-30,1,Caddo Parish Magnet High School,ORLEANS,LA,70122,Black or African American,bachelor degree
32221,unidentified,2004-12-29,0,Louisiana School For Math Science & The,ORLEANS,LA,70115,Black or African American,high school
32222,unidentified,2004-12-28,1,Lusher Charter School,ROUGE,LA,70808,unidentified,high school
32223,unidentified,2004-12-27,0,Baton Rouge Magnet High School,SHREVEPORT,LA,71101,Hispanic,bachelor degree
32224,unidentified,2004-12-26,0,Newton South High School,ACTON,MA,1720,Asian,bachelor degree
32225,unidentified,2004-12-25,1,Clinton Senior High School,AMHERST,MA,1002,unidentified,high school
32226,male,2004-12-24,0,Duxbury High School,ANDOVER,MA,1810,white,high school
32227,unidentified,2004-12-23,1,Nauset Regional High School,ARLINGTON,MA,2476,white,high school
32228,unidentified,2005-01-19,1,Sturgis Charter Public School,ASHBURNHAM,MA,1430,Hispanic,bachelor degree
32229,unidentified,2005-01-23,0,Advanced Math & Science Academy Charter School,BEDFORD,MA,1730,white,high school
32230,unidentified,2005-01-22,1,Dover-​Sherborn High School,BELMONT,MA,2478,Asian,associate degree
32231,unidentified,2005-01-21,0,Salem Academy Charter School,BOSTON,MA,2215,white,bachelor degree
32232,unidentified,2005-01-20,0,The Bromfield School,BRIGHTON,MA,2135,Hispanic,high school
32233,male,2005-01-24,1,Wellesley High School,BROOKLINE,MA,2445,white,associate degree
32234,unidentified,2005-01-29,0,Mystic Valley Regional Charter School,CAMBRIDGE,MA,2139,Hispanic,high school
32235,unidentified,2005-01-28,0,Belmont High School,CENTRE,MA,2459,white,bachelor degree
32236,unidentified,2005-01-27,0,Lexington High School,CLINTON,MA,1510,American Indian or Alaska Native,associate degree
32237,unidentified,2005-01-26,1,Medfield High School,COHASSET,MA,2025,white,bachelor degree
32238,unidentified,2005-01-25,1,Sharon High School,CONCORD,MA,1742,white,high school
32239,unidentified,2005-01-30,1,MATCH Charter Public High School,DEDHAM,MA,2026,Black or African American,associate degree
32240,unidentified,2005-02-23,1,Acton-​Boxborough Regional High School,DORCHESTER,MA,2121,white,bachelor degree
32241,unidentified,2005-02-22,1,Needham High School,DOVER,MA,2030,Black or African American,high school
32242,unidentified,2005-02-21,1,Andover High School,DUXBURY,MA,2332,Black or African American,associate degree
32243,unidentified,2005-02-20,0,Boston Latin Academy,EASTHAM,MA,2651,white,associate degree
32244,male,2005-02-19,1,Winchester High School,HADLEY,MA,1035,white,bachelor degree
32245,unidentified,2005-02-18,0,Cohasset High School,HARVARD,MA,1451,white,high school
32246,unidentified,2005-02-17,1,Brookline High School,HYANNIS,MA,2601,white,high school
32247,unidentified,2005-02-16,0,Prospect Hill Academy Charter School,LEXINGTON,MA,2421,white,master degree
32248,unidentified,2005-02-15,0,Arlington High School,LYNNFIELD,MA,1940,white,bachelor degree
32249,unidentified,2005-02-14,1,Westwood High School,MALDEN,MA,2148,white,associate degree
32250,male,2005-02-13,0,Shrewsbury Senior High School,MALDEN,MA,2148,white,high school
32251,unidentified,2005-02-12,1,Millis High School,MANSFIELD,MA,2048,white,associate degree
32252,unidentified,2005-02-11,1,Lynnfield High School,MARLBOROUGH,MA,1752,white,high school
32253,unidentified,2005-02-10,0,Concord Carlisle High School,MEDFIELD,MA,2052,white,bachelor degree
32254,male,2005-02-09,1,Westford Academy,MILFORD,MA,1757,white,bachelor degree
32255,unidentified,2005-02-08,0,Newton North High School,MILLIS,MA,2054,Black or African American,high school
32256,unidentified,2005-02-07,0,Boston Community Leadership Academy,MONTAGUE,MA,1351,unidentified,bachelor degree
32257,unidentified,2005-02-06,1,Amherst Regional High,NEEDHAM,MA,2494,white,associate degree
32258,unidentified,2005-02-05,0,Malden High School,NEWTONVILLE,MA,2460,Black or African American,high school
32259,unidentified,2005-02-04,0,Turners Fall High School,QUINCY,MA,2171,white,associate degree
32260,unidentified,2005-02-03,0,Bedford High School,READING,MA,1864,American Indian or Alaska Native,associate degree
32261,unidentified,2005-02-02,1,Dedham High School,REVERE,MA,2151,Hispanic,high school
32262,unidentified,2005-02-01,1,Mansfield High School,ROXBURY,MA,2120,white,high school
32263,unidentified,2005-01-31,1,North Quincy High School,SALEM,MA,1970,Black or African American,bachelor degree
32264,unidentified,2005-02-24,1,Hopkins Academy,SHARON,MA,2067,Hispanic,high school
32265,male,2005-03-04,1,Oakmont Regional High School,SHEFFIELD,MA,1257,Hispanic,associate degree
32266,unidentified,2005-03-03,1,Waltham High School,SHREWSBURY,MA,1545,Black or African American,high school
32267,unidentified,2005-03-02,0,SABIS International Charter School,SPRINGFIELD,MA,1129,white,associate degree
32268,unidentified,2005-03-01,1,The Springfield Renaissance School,SPRINGFIELD,MA,1104,white,bachelor degree
32269,unidentified,2005-02-28,0,Revere High School,WALTHAM,MA,2452,white,bachelor degree
32270,unidentified,2005-02-27,1,Milford High,WELLESLEY,MA,2481,Black or African American,bachelor degree
32271,female,2005-02-26,0,North Reading High School,WESTFORD,MA,1886,Black or African American,associate degree
32272,unidentified,2005-02-25,0,John D. O'Bryant School of Mathematics and Science,WESTWOOD,MA,2090,Black or African American,high school
32273,unidentified,2005-03-14,1,Mount Everett Regional School,WINCHESTER,MA,1890,white,bachelor degree
32274,unidentified,2005-03-13,0,Dennis-​Yarmouth Regional High School,YARMOUTH,MA,2664,white,associate degree
32275,unidentified,2005-03-12,1,Centennial High School,ACCIDENT,MD,21520,Asian,high school
32276,unidentified,2005-03-11,1,Long Reach High,BALTIMORE,MD,21209,Black or African American,high school
32277,female,2005-03-10,0,Rising Sun High,BALTIMORE,MD,21221,white,high school
32278,unidentified,2005-03-09,1,South River High,BALTIMORE,MD,21228,white,high school
32279,male,2005-03-08,0,Howard High School,BALTIMORE,MD,21201,white,bachelor degree
32280,male,2005-03-07,0,Fallston High,BALTIMORE,MD,21209,white,high school
32281,unidentified,2005-03-06,1,Glenelg High School,BALTIMORE,MD,21286,Black or African American,high school
32282,unidentified,2005-03-05,0,Barbara Ingram School for the Arts,BALTIMORE,MD,21218,Hispanic,high school
32283,unidentified,2005-03-15,0,Hancock Middle Senior High,BALTIMORE,MD,21222,white,bachelor degree
32284,unidentified,2005-04-16,0,Baltimore Polytechnic Institute,BERLIN,MD,21811,Black or African American,high school
32285,unidentified,2005-04-15,1,Patuxent High School,BETHESDA,MD,20817,white,high school
32286,unidentified,2005-04-14,1,Winston Churchill High School,BETHESDA,MD,20814,Black or African American,bachelor degree
32287,male,2005-04-13,1,Walt Whitman High School,BOONSBORO,MD,21713,white,associate degree
32288,unidentified,2005-04-12,1,Poolesville High School,CITY,MD,21042,unidentified,bachelor degree
32289,female,2005-04-11,1,Thomas S. Wootton High School,CITY,MD,21043,Black or African American,high school
32290,male,2005-04-10,1,Bethesda-​Chevy Chase High School,CITY,MD,21042,white,bachelor degree
32291,unidentified,2005-04-09,0,River Hill High School,CLARKSVILLE,MD,21029,Black or African American,bachelor degree
32292,unidentified,2005-04-08,1,George Washington Carver Center for Arts and Technology,COLUMBIA,MD,21045,unidentified,bachelor degree
32293,unidentified,2005-04-07,0,Towson High School Law and Public Policy,COLUMBIA,MD,21044,unidentified,associate degree
32294,male,2005-04-06,1,Eastern Technical High School,COLUMBIA,MD,21045,white,associate degree
32295,unidentified,2005-04-05,0,Dulaney High School,COLUMBIA,MD,21046,white,associate degree
32296,unidentified,2005-04-04,0,Middletown High School,EAST,MD,21901,Hispanic,associate degree
32297,unidentified,2005-04-03,1,Mount Hebron High School,EDGEWATER,MD,21037,white,high school
32298,male,2005-04-02,0,Marriotts Ridge High School,ELKTON,MD,21921,Hispanic,bachelor degree
32299,unidentified,2005-04-01,1,Hereford High School,FALLSTON,MD,21047,Black or African American,master degree
32300,unidentified,2005-03-31,1,Eleanor Roosevelt High School,FREDERICK,MD,20678,white,high school
32301,unidentified,2005-03-30,0,Reservoir High,FULTON,MD,20759,white,bachelor degree
32302,unidentified,2005-03-29,1,Atholton High School,GLENELG,MD,21737,white,high school
32303,male,2005-03-28,0,Chesapeake High,GREENBELT,MD,20770,American Indian or Alaska Native,high school
32304,male,2005-03-27,0,Northern High,HAGERSTOWN,MD,21740,white,associate degree
32305,male,2005-03-26,1,Western School Of Technology & Env. Science,HAGERSTOWN,MD,21742,white,high school
32306,unidentified,2005-03-25,0,Boonsboro High,HANCOCK,MD,21750,Black or African American,master degree
32307,unidentified,2005-03-24,0,North Hagerstown High,HILL,MD,21863,white,high school
32308,male,2005-03-23,0,Oakland Mills High,HUNTINGTOWN,MD,20639,white,master degree
32309,unidentified,2005-03-22,1,Hammond High,HURLOCK,MD,21643,Black or African American,bachelor degree
32310,unidentified,2005-03-21,1,Baltimore School For The Arts,LUSBY,MD,20657,white,bachelor degree
32311,unidentified,2005-03-20,1,Western High School,MARRIOTTSVILLE,MD,21104,white,high school
32312,unidentified,2005-03-19,1,Loch Raven High,MIDDLETOWN,MD,21769,Hispanic,bachelor degree
32313,male,2005-03-18,1,Stephen Decatur High,MILLS,MD,21117,white,high school
32314,unidentified,2005-03-17,1,Elkton High,OWINGS,MD,20736,white,master degree
32315,unidentified,2005-03-16,0,North Dorchester High School,PARK,MD,21146,Black or African American,high school
32316,unidentified,2005-04-18,1,Baltimore City College,PARKTON,MD,21120,Black or African American,high school
32317,unidentified,2005-04-17,0,Patapsco High & Center For Arts,PASADENA,MD,21122,Hispanic,high school
32318,unidentified,2005-04-19,1,Northern Garrett High School,POOLESVILLE,MD,20837,white,master degree
32319,female,2005-04-20,0,Owings Mills High,POTOMAC,MD,20854,white,associate degree
32320,unidentified,2005-04-23,0,Severna Park High School,ROCKVILLE,MD,20850,white,associate degree
32321,unidentified,2005-04-22,1,Calvert High,ROCKVILLE,MD,20852,Black or African American,high school
32322,unidentified,2005-04-21,0,Huntingtown High School,SMITHSBURG,MD,21783,white,bachelor degree
32323,unidentified,2005-04-24,1,Richard Montgomery High School,SPRING,MD,20901,unidentified,bachelor degree
32324,male,2005-04-25,1,Montgomery Blair High School,SPRING,MD,20906,white,associate degree
32325,unidentified,2005-04-26,0,Smithsburg High,SPRING,MD,21722,white,associate degree
32326,unidentified,2005-04-27,1,Snow Hill High,TIMONIUM,MD,21093,Black or African American,associate degree
32327,unidentified,2005-04-29,0,Wheaton High School,TOWSON,MD,21204,Asian,high school
32328,unidentified,2005-04-28,0,Clear Spring High,TOWSON,MD,21286,white,bachelor degree
32329,unidentified,2005-04-30,1,Williamsport High,WILLIAMSPORT,MD,21795,white,associate degree
32330,unidentified,2005-05-01,0,Cape Elizabeth High School,CENTER,ME,4021,white,bachelor degree
32331,unidentified,2005-05-02,0,Greely High School,ELIZABETH,ME,4107,Black or African American,bachelor degree
32332,unidentified,2005-05-03,0,Maine School of Science & Mathematics,FALMOUTH,ME,4105,Black or African American,bachelor degree
32333,unidentified,2005-05-04,1,Falmouth High School,HOULTON,ME,4730,Hispanic,master degree
32334,unidentified,2005-05-05,1,Wells High School,KENNEBUNK,ME,4043,white,associate degree
32335,unidentified,2005-05-06,1,Camden Hills Regional High School,LIMESTONE,ME,4750,Hispanic,bachelor degree
32336,unidentified,2005-05-07,1,Scarborough High School,ROCKPORT,ME,4856,Pacific Islander,bachelor degree
32337,male,2005-05-08,1,Kennebunk High School,SALEM,ME,4983,white,bachelor degree
32338,unidentified,2005-05-10,1,Waterville Senior High School,SCARBOROUGH,ME,4074,Pacific Islander,high school
32339,male,2005-05-09,0,Winslow High School,WATERVILLE,ME,4901,white,high school
32340,unidentified,2005-05-11,1,Mt Abram Regional High School,WELLS,ME,4090,white,high school
32341,unidentified,2005-05-13,0,Houlton High School,WINSLOW,ME,4901,Black or African American,high school
32342,male,2005-05-12,1,Yarmouth High School,YARMOUTH,ME,4096,white,high school
32343,unidentified,2005-05-14,0,Ernest W. Seaholm High School,BENZONIA,MI,49616,unidentified,associate degree
32344,male,2005-06-09,0,Grand Blanc Community High School,BIRMINGHAM,MI,48009,white,high school
32345,unidentified,2005-06-08,1,Caro High School,BLANC,MI,48439,Black or African American,high school
32346,unidentified,2005-06-07,0,Charlevoix High School,BROOKLYN,MI,49230,Pacific Islander,high school
32347,unidentified,2005-06-06,1,Central High School,CADILLAC,MI,49601,unidentified,bachelor degree
32348,unidentified,2005-06-05,1,Davison High School,CALUMET,MI,49913,white,bachelor degree
32349,unidentified,2005-06-04,0,Renaissance High School,CARO,MI,48723,Asian,high school
32350,male,2005-06-03,1,Frankenmuth High School,CHARLEVOIX,MI,49720,white,high school
32351,unidentified,2005-06-02,0,City Middle/​High School,CITY,MI,49686,white,associate degree
32352,unidentified,2005-06-01,0,West Mi Academy Of Environmental Science,CITY,MI,49684,unidentified,high school
32353,unidentified,2005-05-31,1,Northern High School,CITY,MI,48763,white,high school
32354,male,2005-05-30,0,East Kentwood High School,DAVISON,MI,48423,white,bachelor degree
32355,male,2005-05-29,0,Northview High School,DEARBORN,MI,48124,white,high school
32356,female,2005-05-28,0,Grosse Pointe South High School,DEARBORN,MI,48126,white,high school
32357,unidentified,2005-05-27,1,Hastings High School,DECATUR,MI,49045,white,high school
32358,unidentified,2005-05-26,1,Grand Haven High School,DELTON,MI,49046,white,bachelor degree
32359,unidentified,2005-05-25,1,Star International Academy,DETROIT,MI,48235,Asian,bachelor degree
32360,unidentified,2005-05-24,1,Holland High School,DETROIT,MI,48201,white,associate degree
32361,unidentified,2005-05-23,1,Holly High School,FARMS,MI,48236,unidentified,bachelor degree
32362,male,2005-05-22,1,Paw Paw High School,FRANKENMUTH,MI,48734,white,bachelor degree
32363,male,2005-05-21,0,Ishpeming High School,GAYLORD,MI,49735,Black or African American,bachelor degree
32364,unidentified,2005-05-20,1,Ithaca High School,HAMILTON,MI,49419,white,high school
32365,unidentified,2005-05-19,0,St. Joseph High School,HASTINGS,MI,49058,white,associate degree
32366,unidentified,2005-05-18,1,Spring Lake High School,HAVEN,MI,49417,white,associate degree
32367,unidentified,2005-05-17,0,East Lansing High School,HEIGHTS,MI,48127,unidentified,high school
32368,female,2005-05-16,0,Leland Public School,HEIGHTS,MI,48127,Asian,high school
32369,male,2005-05-15,1,Munising High And Middle School,HILLS,MI,48304,Black or African American,master degree
32370,unidentified,2005-06-10,0,Marysville High School,HILLS,MI,48025,white,high school
32371,unidentified,2005-06-28,1,Mesick Consolidated Jr/​Sr High School,HILLS,MI,48306,Black or African American,master degree
32372,male,2005-06-27,1,Okemos High School,HILLS,MI,48307,Asian,high school
32373,unidentified,2005-06-26,0,Troy High School,HOLLAND,MI,49423,white,high school
32374,male,2005-06-25,1,Jenison High School,HOLLAND,MI,49424,Black or African American,associate degree
32375,male,2005-06-24,0,Cadillac Senior High School,HOLLY,MI,48442,Black or African American,bachelor degree
32376,unidentified,2005-06-23,0,Zeeland West High School,HOUGHTON,MI,49931,white,bachelor degree
32377,unidentified,2005-06-22,1,Lowell Senior High School,ISHPEMING,MI,49849,Black or African American,high school
32378,unidentified,2005-06-21,0,Houghton Central High School,ITHACA,MI,48847,Black or African American,bachelor degree
32379,male,2005-06-20,0,West Ottawa High School Campus,JENISON,MI,49428,Black or African American,high school
32380,unidentified,2005-06-19,0,Hamilton High School,JOSEPH,MI,49085,Hispanic,bachelor degree
32381,unidentified,2005-06-18,1,North Muskegon High School,LAKE,MI,49456,unidentified,high school
32382,unidentified,2005-06-17,1,Benzie Central Sr. High School,LANSING,MI,48823,white,high school
32383,male,2005-06-16,1,Dearborn High School,LELAND,MI,49654,Black or African American,associate degree
32384,unidentified,2005-06-15,1,Otsego High School,LINE,MI,48015,white,bachelor degree
32385,unidentified,2005-06-14,1,Montague High School,LOWELL,MI,49331,unidentified,high school
32386,unidentified,2005-06-13,1,Saginaw Arts And Sciences Academy,MANISTEE,MI,49660,white,associate degree
32387,unidentified,2005-06-12,0,Calumet High School,MARIE,MI,49783,white,bachelor degree
32388,unidentified,2005-06-11,1,Center Line High School,MARYSVILLE,MI,48040,unidentified,bachelor degree
32389,male,2005-06-29,0,Decatur High School,MESICK,MI,49668,Hispanic,bachelor degree
32390,unidentified,2005-06-30,1,Midland High School,MIDLAND,MI,48642,white,bachelor degree
32391,unidentified,2005-08-30,0,Fordson High School,MIDLAND,MI,48640,unidentified,high school
32392,unidentified,2005-08-29,0,Delton-​Kellogg High School,MONTAGUE,MI,49437,unidentified,bachelor degree
32393,unidentified,2005-08-28,1,Columbia Central High School,MUNISING,MI,49862,Hispanic,bachelor degree
32394,unidentified,2005-08-27,0,Cass Technical High School,MUSKEGON,MI,49445,white,bachelor degree
32395,unidentified,2005-08-26,1,Manistee High School,OKEMOS,MI,48864,Hispanic,bachelor degree
32396,unidentified,2005-08-25,1,Gaylord High School/​Voc. Bldg.,OTSEGO,MI,49078,white,associate degree
32397,male,2005-08-24,0,H.H. Dow High School,OWOSSO,MI,48867,Hispanic,high school
32398,male,2005-08-23,1,Comstock Park High School,PARK,MI,49321,Pacific Islander,high school
32399,male,2005-08-22,0,Owosso High School,PAW,MI,49079,Hispanic,associate degree
32400,unidentified,2005-08-21,0,International Academy,RAPIDS,MI,49505,Hispanic,high school
32401,unidentified,2005-08-20,1,West Senior High School,RAPIDS,MI,49534,Black or African American,bachelor degree
32402,unidentified,2005-08-19,0,Wylie E. Groves High School,RAPIDS,MI,49525,white,bachelor degree
32403,female,2005-08-18,0,Crestwood High School,RAPIDS,MI,49508,white,associate degree
32404,unidentified,2005-08-17,0,Rochester Adams High School,RAPIDS,MI,49525,white,bachelor degree
32405,unidentified,2005-08-16,1,Rochester High School,RUDYARD,MI,49780,white,bachelor degree
32406,male,2005-08-15,1,Rudyard High School,SAGINAW,MI,48602,Hispanic,associate degree
32407,unidentified,2005-08-14,1,Sault Area High School,TROY,MI,48098,Black or African American,high school
32408,male,2005-08-13,1,Watervliet Senior High School,WATERVLIET,MI,49098,Hispanic,associate degree
32409,male,2005-08-12,1,Tawas Area High School,ZEELAND,MI,49464,Hispanic,associate degree
32410,unidentified,2005-08-11,1,TrekNorth High School,ANTHONY,MN,55418,white,high school
32411,unidentified,2005-08-10,0,Bemidji Senior High,BEMIDJI,MN,56601,white,master degree
32412,unidentified,2005-08-09,1,Blackduck Secondary,BEMIDJI,MN,56601,white,high school
32413,unidentified,2005-08-08,0,Jefferson High School,BLACKDUCK,MN,56630,Black or African American,bachelor degree
32414,unidentified,2005-08-07,1,Dassel-​Cokato Senior High,BLOOMINGTON,MN,55437,white,associate degree
32415,unidentified,2005-08-06,0,Eden Prairie Senior High School,BRIGHTON,MN,55112,Black or African American,bachelor degree
32416,unidentified,2005-08-05,0,Edina High School ,CHARLES,MN,55972,white,high school
32417,unidentified,2005-08-04,1,Faribault Senior High,CHASKA,MN,55318,white,high school
32418,unidentified,2005-08-03,0,Minnewaska Secondary,CITY,MN,55063,Black or African American,bachelor degree
32419,unidentified,2005-08-02,1,Houston High School,COKATO,MN,55321,unidentified,associate degree
32420,female,2005-08-01,1,Red Rock Central Secondary,EAGAN,MN,55123,white,bachelor degree
32421,unidentified,2005-07-31,0,Mahtomedi Senior High School,EDINA,MN,55435,Hispanic,high school
32422,female,2005-07-30,1,Mankato West Senior High School,FAIRMONT,MN,56031,white,bachelor degree
32423,unidentified,2005-07-29,0,Southwest High School,FARIBAULT,MN,55021,Black or African American,associate degree
32424,unidentified,2005-07-28,0,Mound-​Westonka High School,GLENWOOD,MN,56334,white,high school
32425,male,2005-07-27,1,Minnetonka High School,HOUSTON,MN,55943,Black or African American,bachelor degree
32426,unidentified,2005-07-26,0,Eagan High School,LAMBERTON,MN,56152,unidentified,associate degree
32427,unidentified,2005-07-25,0,Woodbury Senior High,LUVERNE,MN,56156,white,high school
32428,unidentified,2005-07-24,0,Math & Science Academy,MAHTOMEDI,MN,55115,white,bachelor degree
32429,male,2005-07-23,1,Chaska High School,MANKATO,MN,56001,Black or African American,high school
32430,unidentified,2005-07-22,1,G.F.W. Sr.,MINNEAPOLIS,MN,55410,Hispanic,high school
32431,unidentified,2005-07-21,1,Montevideo Senior High,MINNETONKA,MN,55345,Hispanic,bachelor degree
32432,unidentified,2005-07-20,1,East Ridge High School,MINNETRISTA,MN,55364,Black or African American,bachelor degree
32433,unidentified,2005-07-19,1,Fairmont High,MONTEVIDEO,MN,56265,white,bachelor degree
32434,unidentified,2005-07-18,1,Luverne Senior High,NORTHFIELD,MN,55057,white,associate degree
32435,unidentified,2005-07-17,0,Wabasso Secondary,PAUL,MN,55104,unidentified,high school
32436,unidentified,2005-07-16,1,Irondale Senior High School,PAUL,MN,55105,white,bachelor degree
32437,unidentified,2005-07-15,0,Northfield Senior High School,PAUL,MN,55106,white,bachelor degree
32438,unidentified,2005-07-14,1,Higher Ground Academy,PERHAM,MN,56573,white,associate degree
32439,male,2005-07-13,0,Perham Senior High,PETER,MN,56082,Black or African American,bachelor degree
32440,male,2005-07-12,0,St. Peter Senior High,PINES,MN,55014,white,high school
32441,female,2005-07-11,1,Pine City Secondary,PLYMOUTH,MN,55446,white,high school
32442,unidentified,2005-07-10,0,Centennial Senior,PRAIRIE,MN,55346,white,associate degree
